Protein.Group	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	protein	Protein.Names	Genes	group
P63027	0.37815715161759283	-0.26855012042921705	1.0248644236644027	14.165307556343086	1.2713390259531703	0.22724637265330944	0.4460334785223869	-5.361810248730185	P63027	VAMP2_HUMAN	VAMP2	not significant
Q9Y6N6	0.5001964843160759	-0.4149009805733427	1.4152939492054943	14.790624077743152	1.200009557190767	0.25482929578273256	0.4767253154554382	-5.363549831315351	Q9Y6N6	LAMC3_HUMAN	LAMC3	not significant
P49792	-0.13522301646478443	-0.27765293154859727	0.007206898619028429	17.259227695232994	-1.897087494436495	0.06238508654954966	0.19822001956144675	-5.363929313076198	P49792	RBP2_HUMAN	RANBP2	not significant
A8MWD9;P62308	0.5280136543168571	-0.16913196860608248	1.2251592772397966	13.427009513288397	1.5659128790270311	0.13088837794565833	0.3183800494839613	-5.364579050494493	A8MWD9;P62308	RUXGL_HUMAN;RUXG_HUMAN	SNRPG;SNRPGP15	not significant
O14672	0.3136758697449216	-0.029833175198359763	0.657184914688203	13.72609450034283	1.8313619067018323	0.07264480296976605	0.21945790605597867	-5.365889829958222	O14672	ADA10_HUMAN	ADAM10	not significant
O75683	-0.4260584051437054	-0.9737779487648636	0.12166113847745275	13.446832282700061	-1.60463678176255	0.12152778795771292	0.30313863090316145	-5.367439137199188	O75683	SURF6_HUMAN	SURF6	not significant
P05387	-0.15771427337174285	-0.3240636402407565	0.008635093497270846	20.16532378638459	-1.8944703125286038	0.0627374599506048	0.19910125656543362	-5.368666681051067	P05387	RLA2_HUMAN	RPLP2	not significant
Q96F10	-0.19019717456950902	-0.3918625643644219	0.011468215225403866	17.957180610923885	-1.885763738727011	0.06407241284295812	0.20213088277085503	-5.368715467260353	Q96F10	SAT2_HUMAN	SAT2	not significant
P14317	-0.3345657154098411	-0.6889281291564117	0.01979669833672948	15.665118994102327	-1.8877669259837022	0.06379810731384891	0.20170857697836814	-5.368935567760299	P14317	HCLS1_HUMAN	HCLS1	not significant
Q15043	-0.13595557898190608	-0.27938451969433153	0.007473361730519379	16.602921665112582	-1.8940794824847857	0.0627902250369818	0.19916169122900884	-5.369373623029951	Q15043	S39AE_HUMAN	SLC39A14	not significant
P54198	-0.3824544118597717	-0.8336026807314364	0.06869385701189301	13.201996088775742	-1.7205849293916595	0.09409845304314189	0.2592096379070877	-5.370590453066888	P54198	HIRA_HUMAN	HIRA	not significant
Q9BYV1	-0.10851725769928659	-0.22306008427425744	0.00602556887568427	20.020386578406555	-1.8930795812747887	0.06292539047446775	0.19937626402478892	-5.371181674133334	Q9BYV1	AGT2_HUMAN	AGXT2	not significant
O75387	-0.194088636996562	-0.40213912089040227	0.013961846897278252	14.223732524747597	-1.8672260610869695	0.0669059045648006	0.20797172229458544	-5.3726512519798835	O75387	LAT3_HUMAN	SLC43A1	not significant
Q8IZ81	0.15367966456059295	-0.008631499036226259	0.3159908281574122	17.945223463357454	1.8919339460782976	0.06308055869635112	0.1996536868492228	-5.373252198846082	Q8IZ81	ELMD2_HUMAN	ELMOD2	not significant
Q8N2K0	0.16337742929990812	-0.015089112985950226	0.34184397158576646	14.846568818807512	1.8359738504727572	0.07194898749843091	0.2178014967533229	-5.37407662011727	Q8N2K0	ABD12_HUMAN	ABHD12	not significant
P58004	0.2923845139072529	-0.02643367879384001	0.6112027066083459	13.927518473021452	1.8384696413970913	0.07147165075532153	0.2171971126263336	-5.377038533612394	P58004	SESN2_HUMAN	SESN2	not significant
P04798	-0.49407442481293395	-1.068041340286912	0.0798924906610442	15.838671049700089	-1.7454038788889688	0.08939057980383232	0.25204139837818673	-5.3771034926654835	P04798	CP1A1_HUMAN	CYP1A1	not significant
P35749	0.46627153452035996	-0.054978004136934544	0.9875210731776545	16.71548909101263	1.8025296307014136	0.0782779735795354	0.23000483182126175	-5.377806161679254	P35749	MYH11_HUMAN	MYH11	not significant
Q16611	0.3309879836395262	-0.039837148150697554	0.70181311542975	14.067181954335016	1.797474106100927	0.07893764964235456	0.23100167985020983	-5.379838311225386	Q16611	BAK_HUMAN	BAK1	not significant
Q8TE68	0.7274280247563654	-0.31154371008617576	1.7663997595989065	15.337965914736497	1.4756402969273357	0.15807648272525784	0.35940060395256457	-5.380874611196324	Q8TE68	ES8L1_HUMAN	EPS8L1	not significant
Q9NPA0	0.16774293462729947	-0.013955222532933659	0.3494410917875326	15.572866145776024	1.8485029831370834	0.06969767855612483	0.21383609846881727	-5.381146319903021	Q9NPA0	EMC7_HUMAN	EMC7	not significant
Q9UNP9	-0.23019600364579074	-0.47836698045178194	0.017974973160200497	15.131398770339842	-1.856574195584671	0.06843250832645428	0.2117032386288855	-5.381314939312875	Q9UNP9	PPIE_HUMAN	PPIE	not significant
P29083	-0.6207645818982273	-1.931433176381409	0.6899040125849545	14.479328295984288	-1.0520299922056529	0.3169903949420586	0.5379727794620109	-5.383622286136791	P29083	T2EA_HUMAN	GTF2E1	not significant
P57735	0.48808140001268857	-0.1779067754792228	1.1540695755046	14.719745128738518	1.527599939397044	0.14209333332992244	0.3356812906586088	-5.384123471715723	P57735	RAB25_HUMAN	RAB25	not significant
Q53R41	0.3523955801476361	-0.21800035023762193	0.9227915105328941	13.13188191435898	1.3322927205395823	0.20525096296502665	0.42076091193038784	-5.385242606126492	Q53R41	FAKD1_HUMAN	FASTKD1	not significant
P61006	-0.1301235794106713	-0.2680457915211061	0.007798632699763469	17.657486284049188	-1.8852100401285163	0.0639978054279613	0.20212355019119754	-5.385381871859527	P61006	RAB8A_HUMAN	RAB8A	not significant
Q6ULP2	0.5390042061817679	-0.4002249071345161	1.478233319498052	14.173362954118982	1.2375599004289193	0.2373863800180551	0.45727461199824965	-5.386585630415545	Q6ULP2	AFTIN_HUMAN	AFTPH	not significant
Q15738	0.10958865158774453	-0.006617777665910526	0.2257950808413996	19.592198632264978	1.8844012497976081	0.06410889321918306	0.20213088277085503	-5.386838301565571	Q15738	NSDHL_HUMAN	NSDHL	not significant
Q8WUF5	0.4440384505927062	-0.16184676309401302	1.0499236642794254	12.390077825060358	1.5446298926716917	0.140599002451918	0.3341560195094679	-5.387009904179261	Q8WUF5	IASPP_HUMAN	PPP1R13L	not significant
P22570	-0.11226961177640249	-0.23133182700113358	0.0067926034483286185	20.468604808424015	-1.884196614671656	0.06413702578946534	0.20213088277085503	-5.3872067099383045	P22570	ADRO_HUMAN	FDXR	not significant
P51511	0.2937473963487925	-0.2895955203958083	0.8770903130933934	11.03141388957654	1.1829415617564	0.27424426589070766	0.4960322468237122	-5.388410643627427	P51511	MMP15_HUMAN	MMP15	not significant
O00168	-0.21480784189515012	-0.4437374518170353	0.014121768026735038	15.109653115145859	-1.8755221331659457	0.06541362079451674	0.2044195212959725	-5.390614183181613	O00168	PLM_HUMAN	FXYD1	not significant
Q9NRL2	-0.3093156603598953	-0.8021909280149011	0.18355960729511056	17.295132843822323	-1.3533511711228883	0.1986079928726497	0.4138976021550763	-5.392837184669687	Q9NRL2	BAZ1A_HUMAN	BAZ1A	not significant
P43155	0.09762026530374955	-0.006087675631430603	0.20132820623892972	21.583308796759837	1.8809009631379237	0.06459154048815473	0.20321712218185262	-5.393135009930862	P43155	CACP_HUMAN	CRAT	not significant
Q96CV9	-0.17144658818367536	-0.3536335904901248	0.0107404141227741	15.909850537008245	-1.8803964120451317	0.06466136452672014	0.20321712218185262	-5.394041790703903	Q96CV9	OPTN_HUMAN	OPTN	not significant
Q9BYN0	0.18078384712166465	-0.011333126607375649	0.372900820850705	17.8936960546192	1.8803203402196604	0.0646718975181187	0.20321712218185262	-5.394178488367835	Q9BYN0	SRXN1_HUMAN	SRXN1	not significant
P01593;P01594	0.3797192358567584	-0.08177690937369259	0.8412153810872094	13.365572410058098	1.6699760975116378	0.10378598385802465	0.2756115200834054	-5.397159775684224	P01593;P01594	KV133_HUMAN;KVD33_HUMAN	IGKV1-33;IGKV1D-33	not significant
Q8NF91	-0.15712369323636907	-0.3244187676294914	0.010171381156753256	16.653686053718257	-1.8767070319604258	0.06517387248063018	0.20426253421365645	-5.400665749575387	Q8NF91	SYNE1_HUMAN	SYNE1	not significant
Q9Y3Z3	-0.2828897296580624	-0.5841197341030333	0.018340274786908417	18.611971964123313	-1.8765360382944865	0.06519770890064353	0.20426253421365645	-5.400972471820954	Q9Y3Z3	SAMH1_HUMAN	SAMHD1	not significant
Q7Z7F7	-0.32779706134541653	-0.7008139620280585	0.0452198393372254	14.636331294463805	-1.769685619709626	0.08352016823940471	0.24031753713871026	-5.401548120129744	Q7Z7F7	RM55_HUMAN	MRPL55	not significant
Q9BT78	-0.10012107003925481	-0.20675333583603656	0.006511195757526914	17.454776849332273	-1.8761812950077137	0.06524718339104382	0.20426253421365645	-5.401608717813139	Q9BT78	CSN4_HUMAN	COPS4	not significant
P16403	-0.4515980080156989	-1.1716434368178623	0.2684474207864645	16.541715715398517	-1.3525014535451851	0.19887260481832808	0.4138976021550763	-5.403442014175546	P16403	H12_HUMAN	H1-2	not significant
Q8N2H3	0.24432385854917374	-0.038873161585804034	0.5275208786841515	15.200043581531897	1.7407822696009354	0.08900338200952645	0.25126863008999195	-5.403551678892132	Q8N2H3	PYRD2_HUMAN	PYROXD2	not significant
P54105	-0.18728499631547946	-0.38687239600469503	0.012302403373736143	17.452461670482638	-1.8750282856608538	0.06540820755333447	0.2044195212959725	-5.403675942582068	P54105	ICLN_HUMAN	CLNS1A	not significant
Q86TP1	0.1530559922999662	-0.010118409491479435	0.31623039409141185	14.925031772362633	1.8742877426267774	0.06551180533138941	0.2044195212959725	-5.405003059386149	Q86TP1	PRUN1_HUMAN	PRUNE1	not significant
Q13425	0.185869074706801	-0.012294488625500588	0.3840326380391026	16.332959138304055	1.8742231194011254	0.06552085232192278	0.2044195212959725	-5.4051188475294785	Q13425	SNTB2_HUMAN	SNTB2	not significant
Q92786	-0.3250991747020413	-0.6926308334154573	0.04243248401137467	13.382258733620773	-1.7764601211111029	0.08171314101440103	0.23656755432894727	-5.407285212058437	Q92786	PROX1_HUMAN	PROX1	not significant
O00231	0.08335319819097885	-0.005596921985648748	0.17230331836760643	20.081108053007796	1.872464901110815	0.06576740074182363	0.20497217349931945	-5.408267751212913	O00231	PSD11_HUMAN	PSMD11	not significant
Q9Y6R1	-0.2308640926517667	-0.5088147080705129	0.04708652276697947	12.737127143987095	-1.6841438085892035	0.10075061527118828	0.2703467213955647	-5.413662975135832	Q9Y6R1	S4A4_HUMAN	SLC4A4	not significant
P53396	0.11785002260195726	-0.008130404965636023	0.24383045016955054	19.7680489635471	1.8692377752833116	0.06622196598921874	0.2062800269685263	-5.414040535769411	P53396	ACLY_HUMAN	ACLY	not significant
Q5F1R6	0.42206497197121423	-0.19677832131912215	1.0409082652615507	12.179568577150732	1.4374502829056366	0.16849858417134234	0.3738679746797095	-5.415070985957151	Q5F1R6	DJC21_HUMAN	DNAJC21	not significant
P62072	0.3565113744262506	-0.14371266181197884	0.85673541066448	13.419015583641011	1.4855686554846448	0.1528075353030116	0.35143352940015055	-5.415136358430117	P62072	TIM10_HUMAN	TIMM10	not significant
Q6ZT12	0.21578223613388114	-0.019516873153147013	0.4510813454209093	14.606617578171516	1.8355276307918371	0.07153529874264791	0.2171971126263336	-5.415550390142656	Q6ZT12	UBR3_HUMAN	UBR3	not significant
Q96P70	0.15386556275451102	-0.010977341305590776	0.31870846681461285	16.054501260297073	1.8657145680698957	0.06679601254871768	0.20773946820048794	-5.416304338745697	Q96P70	IPO9_HUMAN	IPO9	not significant
Q9Y2T3	0.12759119686550374	-0.008922727942322378	0.2641051216733299	19.81264248199049	1.867590754640909	0.06645498098495303	0.20689674101061287	-5.416983344944912	Q9Y2T3	GUAD_HUMAN	GDA	not significant
Q9ULJ1	-0.3795154141621331	-1.0231771220207297	0.2641462936964636	15.923673080769627	-1.2819425163933373	0.22362286296781922	0.4421548807124005	-5.418701703230189	Q9ULJ1	ODF2L_HUMAN	ODF2L	not significant
P13010	-0.1808768665287376	-0.37461708798666993	0.012863354929194742	20.534629463127516	-1.8655255043921437	0.06674814242929786	0.20769996269095528	-5.420670144347381	P13010	XRCC5_HUMAN	XRCC5	not significant
Q6VY07	0.22900308787530635	-0.02369891274720823	0.4817050884978209	15.200291174567164	1.8182648951822569	0.07475965212796011	0.22254561767526837	-5.422297735430616	Q6VY07	PACS1_HUMAN	PACS1	not significant
Q99460	0.08306191683605627	-0.0059721503069824905	0.17209598397909504	20.324567617580886	1.864162182408667	0.0669422622477085	0.20797527660966142	-5.423101889922455	Q99460	PSMD1_HUMAN	PSMD1	not significant
Q8TCA0	0.6201553674750981	-0.4823598954389965	1.7226706303891928	12.142191368567223	1.213002000185772	0.24633600056959093	0.46734995803533697	-5.4246398416016834	Q8TCA0	LRC20_HUMAN	LRRC20	not significant
Q16637	-0.3913783084889134	-0.9330395961924238	0.150282979214597	13.438323574075495	-1.5060966663097748	0.14749475417474361	0.3429799645329457	-5.428196116108503	Q16637	SMN_HUMAN	SMN2	not significant
Q15654	0.20202406084000735	-0.017195778537888368	0.42124390021790303	16.33476535454987	1.8438828571828223	0.07020354523443788	0.2148301233961607	-5.42966721270464	Q15654	TRIP6_HUMAN	TRIP6	not significant
O95782	-0.08894781777228436	-0.1844909871277208	0.0065953515831520815	19.876271833764157	-1.8602598421617746	0.06750053824667088	0.20937929563279317	-5.430053662191977	O95782	AP2A1_HUMAN	AP2A1	not significant
Q9HCD5	-0.22270855236653775	-0.4629394949682169	0.017522390235141405	15.509033870049555	-1.8530279910125782	0.06862067766432083	0.21196324387315837	-5.431087197599821	Q9HCD5	NCOA5_HUMAN	NCOA5	not significant
Q9BYX2	0.30422213156591793	-0.06488476332195109	0.673329026453787	14.957081176935962	1.6712024733367181	0.10329791323463436	0.27480967367736514	-5.4329096704030535	Q9BYX2	TBD2A_HUMAN	TBC1D2	not significant
Q02880	-0.2468826072664374	-0.5134157108765061	0.019650496343631307	17.087486200259043	-1.8514558864200612	0.06884968300806135	0.21244839490366269	-5.433872280646674	Q02880	TOP2B_HUMAN	TOP2B	not significant
Q9Y608	-0.18763118732959486	-0.39024639732575866	0.014984022666568952	15.315212261731741	-1.8510025317578291	0.06891584163461258	0.21254149383499837	-5.434675034240623	Q9Y608	LRRF2_HUMAN	LRRFIP2	not significant
O94913	-0.3575401625667678	-0.8018144078244932	0.08673408269095761	11.510299508741488	-1.6388021469798382	0.11097996536441554	0.28657657955600546	-5.436553022225507	O94913	PCF11_HUMAN	PCF11	not significant
Q8N6R0	0.4017367848963434	-0.09304151500279806	0.8965150847954848	13.219782289370194	1.649670722315416	0.10815747134184402	0.28242559891752733	-5.436714049009212	Q8N6R0	EFNMT_HUMAN	METTL13	not significant
P50225	-0.15682129730423403	-0.32562846009066265	0.011985865482194602	20.900411858145887	-1.856316942895198	0.06806859492727546	0.21091979099710856	-5.437064436224477	P50225	ST1A1_HUMAN	SULT1A1	not significant
Q86WR0	-0.19876892483466171	-0.41476837056113725	0.01723052089181379	14.412092634699098	-1.8399687260552298	0.07062063761694568	0.21565950660066244	-5.437290294440726	Q86WR0	CCD25_HUMAN	CCDC25	not significant
P04792	0.16204879457105	-0.012431700102817356	0.3365292892449174	23.000463578119877	1.8558243889022144	0.06813983957217938	0.21102983351509777	-5.437939298220855	P04792	HSPB1_HUMAN	HSPB1	not significant
Q09161	-0.1741935426521594	-0.36208450855439644	0.013697423250077667	17.300450062642632	-1.853105660573841	0.06860938033444185	0.21196324387315837	-5.439113503609407	Q09161	NCBP1_HUMAN	NCBP1	not significant
P0DOX2	-0.33124087582421835	-0.8849322483860211	0.22245049673758444	15.40455105112785	-1.2900952858831278	0.21910395826536494	0.4363458735949621	-5.4391778496581855	P0DOX2	IGA2_HUMAN	NA	not significant
Q9UBN7	0.15278972179544595	-0.011800220348533647	0.3173796639394255	18.678915656267478	1.8549354639259266	0.06826857550975582	0.2113177185328186	-5.439517657871718	Q9UBN7	HDAC6_HUMAN	HDAC6	not significant
Q96B21	0.35601705596723976	-0.0690056916878179	0.7810398036222974	14.239212699294072	1.6939676229417788	0.09819703640032927	0.2668601304938111	-5.43998397198199	Q96B21	TM45B_HUMAN	TMEM45B	not significant
Q92844	-0.3465276978582238	-0.7589727405182494	0.06591734480180172	13.448825655835416	-1.7035790396011137	0.09702323083152506	0.265018299834373	-5.440659840760129	Q92844	TANK_HUMAN	TANK	not significant
Q9HD89	0.6444101528429549	-0.25398926645867426	1.542809572144584	14.537496726829177	1.486652222359392	0.15115038289386837	0.3485724956545047	-5.441531559653848	Q9HD89	RETN_HUMAN	RETN	not significant
Q5VT79	0.6613172432363488	-0.32027085386813514	1.6429053403408327	16.063176915264354	1.4340796291898301	0.1717563544338565	0.37766503109127886	-5.44180322774756	Q5VT79	AXA81_HUMAN	ANXA8L1	not significant
P08238	-0.07831138388903228	-0.16273244038385104	0.006109672605786473	23.70669293446633	-1.8535831495659472	0.06846481303440083	0.2117032386288855	-5.441917503963574	P08238	HS90B_HUMAN	HSP90AB1	not significant
Q9ULI0	-0.3053591233500486	-0.77688358033898	0.16616533363888275	14.626341127533863	-1.3593025364828752	0.19062543737339524	0.40344696143895825	-5.442824928684098	Q9ULI0	ATD2B_HUMAN	ATAD2B	not significant
Q9Y5B9	-0.1740035695422247	-0.3617334325198646	0.013726293435415204	17.13826091697294	-1.8520928335849256	0.06868162593142008	0.2120406078154558	-5.444560433701141	Q9Y5B9	SP16H_HUMAN	SUPT16H	not significant
Q8NE01	0.22162288954232712	-0.024044332106581662	0.46729011119123587	16.491148024460497	1.80925024955758	0.07605998431767068	0.22546232228052135	-5.4486114028048265	Q8NE01	CNNM3_HUMAN	CNNM3	not significant
Q06210	0.10491270488118332	-0.008480693306948464	0.21830610306931508	20.526541771342004	1.8487503560732346	0.0691699948154423	0.21303082310945612	-5.450481060188413	Q06210	GFPT1_HUMAN	GFPT1	not significant
P52888	-0.14943856673870176	-0.31095804204752875	0.012080908570125254	18.230142514622894	-1.8487396486833452	0.06917156395102983	0.21303082310945612	-5.450500011086893	P52888	THOP1_HUMAN	THOP1	not significant
Q9BY77	-0.23154646790311595	-0.48192395327100995	0.018831017464778055	16.070932064829996	-1.8479101207390212	0.06929321978708038	0.21325990414929477	-5.451967884799322	Q9BY77	PDIP3_HUMAN	POLDIP3	not significant
O00161	-0.14770338297824032	-0.30747867926315975	0.012071913306679088	16.488930978481893	-1.8472206196827048	0.06939447661506458	0.2132637619988904	-5.453187527226286	O00161	SNP23_HUMAN	SNAP23	not significant
Q9NY65	0.358161869610252	-0.08336377380889726	0.7996875130294012	15.430146510524127	1.6561350875798695	0.10803836246908378	0.28242559891752733	-5.453239050924394	Q9NY65	TBA8_HUMAN	TUBA8	not significant
